shopify_mpn,shopify_url,homedepot_item_id,mapping_status
SML-BP-DD1220-GY,https://sonkuki.com/products/patio-led-louvered-pergola-12x20ft-outdoor-metal-pergola-with-adjustable-roof-and-led-strip-lights-easy-assembly-patio-pergola-for-patio-deck-porch-yard,,pending
